0; 7.900000
1; 45.500000
2; 64.600000
3; 73.300000
4; 84.100000
5; 65.200000
6; 81.200000
7; 77.000000
8; 78.900000
9; 82.000000
10; 80.100000
11; 76.000000
12; 82.300000
13; 89.400000
14; 82.100000
15; 89.300000
16; 85.300000
17; 89.200000
18; 88.000000
19; 93.300000
20; 91.900000
21; 86.100000
22; 83.500000
23; 88.100000
24; 92.300000
25; 92.000000
26; 91.000000
27; 94.200000
28; 93.600000
29; 90.000000
30; 88.300000
31; 94.800000
32; 92.700000
33; 83.200000
34; 88.000000
35; 90.900000
36; 87.900000
37; 88.800000
38; 86.000000
39; 88.900000
40; 89.900000
41; 90.900000
42; 90.200000
43; 90.700000
44; 92.300000
45; 90.900000
46; 91.300000
47; 91.200000
48; 89.900000
49; 91.800000
50; 89.800000
51; 91.300000
52; 91.000000
53; 91.800000
54; 92.400000
55; 89.900000
56; 94.700000
57; 92.300000
58; 91.000000
59; 88.000000
60; 82.000000
61; 87.200000
62; 87.200000
63; 91.500000
64; 87.600000
65; 93.000000
66; 90.900000
67; 93.800000
68; 90.700000
69; 93.100000
70; 89.800000
71; 93.700000
72; 90.200000
73; 92.000000
74; 91.700000
75; 92.700000
76; 93.000000
77; 94.500000
78; 93.700000
79; 92.000000
80; 95.000000
81; 93.600000
82; 90.900000
83; 91.900000
84; 92.100000
85; 93.500000
86; 93.000000
87; 92.500000
88; 89.100000
89; 94.700000
90; 89.400000
91; 91.600000
92; 91.900000
93; 93.900000
94; 93.700000
95; 92.100000
96; 90.200000
97; 92.900000
98; 93.900000
99; 93.800000
100; 92.500000
